0,#,FORM,LEMMA,GRAM,COMMENT,CHECKED,CONTEXT,RIGHT1,RIGHT2,RIGHT3,RIGHT4,RIGHT5,RIGHT6,POS,AUTO_LEMMA,AUTO_GRAM,
37649,"<distinct form=""",,,,,,,,,,,,,,,,
37650,<dist>,када,,,,,,,,,,,,,,,
37651,""">",,,,,,,,,,,,,,,,А
37652,,когда,КОГДА,CONJ,,, када  _когда_  ты молодой,а,д,г,о,к,,ADV,КОГДА,ADV -,
37653,</distinct>,,,,,,,,,,,,,,,,Ы
37654,,ты,ТЫ,SPRO sg 2p - nom,,, когда  _ты_ молодой и хочешь,ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom,Й
37655,,молодой,МОЛОДОЙ,A - nom sg plen m -,,,когда  ты _молодой_ и хочешь приключений,й,о,д,о,л,о,A,МОЛОДОЙ,A - nom sg plen m -,И
37656,,и,И,CONJ,,," ты молодой _и_ хочешь приключений ,",и,,,,,,CONJ,И,CONJ,Ь
37657,,хочешь,ХОТЕТЬ,V ipf act praes sg indic - 2p,,,"ты молодой и _хочешь_ приключений , ловишь",ь,ш,е,ч,о,х,V,ХОТЕТЬ,V ipf praes sg indic - 2p,Е
37658,,приключений,ПРИКЛЮЧЕНИЕ,S n inan gen pl,,,"молодой и хочешь _приключений_ , ловишь периодически",й,и,н,е,ч,ю,S,ПРИКЛЮЧЕНИЕ,S n inan gen pl,
37659,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
37660,,ловишь,ЛОВИТЬ,V ipf act praes sg indic - 2p,,,"хочешь приключений , _ловишь_ периодически уток ",ь,ш,и,в,о,л,V,ЛОВИТЬ,V ipf praes sg indic - 2p,И
37661,,периодически,ПЕРИОДИЧЕСКИ,ADV -,,,"приключений , ловишь _периодически_ уток  акцент на слове ""уток""",и,к,с,е,ч,и,ADV,ПЕРИОДИЧЕСКИ,ADV -,А
37662,,уток,УТКА,S f anim gen pl,,,", ловишь периодически _уток_  акцент на слове ""уток"" ",к,о,т,у,,,S,УТКА,S f anim acc pl,
37663,"<span class=""note"">",,,,,,,,,,,,,,,,
37664,<note>,"акцент на слове ""уток""",,,,,,,,,,,,,,,
37665,</span>,,,,,,,,,,,,,,,,
37666,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37667,,,,,,,,,,,,,,,,,
37668,# sent = 2812,,,,,,,,,,,,,,,,И
37669,,И,И,CONJ,,,.   _И_ полезли через забор,и,,,,,,CONJ,И,CONJ,Ь
37670,,полезли,ПОЛЕЗТЬ,V pf act praet pl indic - -,,,  И _полезли_ через забор ,и,л,з,е,л,о,V,ПОЛЕЗТЬ,V pf praet pl indic - -,З
37671,,через,ЧЕРЕЗ,PR,,, И полезли _через_ забор  мотает головой в сорону камеры,з,е,р,е,ч,,PR,ЧЕРЕЗ,PR,Р
37672,,забор,ЗАБОР,S m inan acc sg,,,И полезли через _забор_  мотает головой в сорону камеры ,р,о,б,а,з,,S,ЗАБОР,S m inan acc sg,
37673,"<span class=""note"">",,,,,,,,,,,,,,,,
37674,<note>,мотает головой в сорону камеры,,,,,,,,,,,,,,,
37675,</span>,,,,,,,,,,,,,,,,
37676,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Я
37677,,прятались,ПРЯТАТЬСЯ,V ipf act praet pl indic - -,,,"мотает головой в сорону камеры  , _прятались_ от охранников ,",ь,с,и,л,а,т,V,ПРЯТАТЬСЯ,V ipf praet pl indic - -,Т
37678,,от,ОТ,PR,,," , прятались _от_ охранников , было",т,о,,,,,PR,ОТ,PR,К
37679,,охранников,ОХРАННИК,S m anim acc pl,,,", прятались от _охранников_ , было хорошо",в,о,к,и,н,н,S,ОХРАННИК,S m anim acc pl,
37680,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
37681,,было,БЫТЬ,V ipf act praet sg indic n -,,,"от охранников , _было_ хорошо . ",о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,О
37682,,хорошо,ХОРОШО,ADV -,,,"охранников , было _хорошо_ .  ",о,ш,о,р,о,х,ADV,ХОРОШО,ADV -,
37683,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37684,,,,,,,,,,,,,,,,,
37685,# sent = 2813,,,,,,,,,,,,,,,,Е
37686,,Не,НЕ,PART,,,".   _Не_ всем , мне",е,н,,,,,PART,НЕ,PART,Е
37687,,всем,ВСЕ,S - - dat pl,,,"  Не _всем_ , мне -",м,е,с,в,,,S,ВСЕ,S - - dat pl,
37688,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Я
37689,,мне,Я,SPRO sg 1p - dat,,,"Не всем , _мне_ - определённо да",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,
37690,,-,-,PUNCT,,,,,,,,,,PUNCT,,,О
37691,,определённо,ОПРЕДЕЛЕННО,ADV -,,,", мне - _определённо_ да . ",о,н,н,ё,л,е,ADV,ОПРЕДЕЛЕННО,ADV -,А
37692,,да,ДА,PART,,,мне - определённо _да_ .  ,а,д,,,,,PART,ДА,PART,
37693,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37694,,,,,,,,,,,,,,,,,
37695,# sent = 2814,,,,,,,,,,,,,,,,Т
37696,,Концерт,КОНЦЕРТ,S m inan nom sg,,,.   _Концерт_ показался сначала довольно,т,р,е,ц,н,о,S,КОНЦЕРТ,S m inan nom sg,Я
37697,,показался,ПОКАЗАТЬСЯ,V pf act praet sg indic m -,,,  Концерт _показался_ сначала довольно посредственным,я,с,л,а,з,а,V,ПОКАЗАТЬСЯ,V pf praet sg indic m -,А
37698,,сначала,СНАЧАЛА,ADV -,,, Концерт показался _сначала_ довольно посредственным .,а,л,а,ч,а,н,ADV,СНАЧАЛА,ADV -,О
37699,,довольно,ДОВОЛЬНО,ADV -,,,Концерт показался сначала _довольно_ посредственным . ,о,н,ь,л,о,в,ADV,ДОВОЛЬНО,ADV -,Й
37700,,посредственным,ПОСРЕДСТВЕННЫЙ,A - ins sg plen m -,,,показался сначала довольно _посредственным_ .  ,м,ы,н,н,е,в,A,ПОСРЕДСТВЕННЫЙ,A - ins sg plen m -,
37701,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37702,,,,,,,,,,,,,,,,,
37703,# sent = 2815,,,,,,,,,,,,,,,,У
37704,,Ну,НУ,PART,,,".   _Ну_ , группа """,у,н,,,,,PART,НУ,PART,
37705,,",",",",PUNCT,,,,,,,,,,PUNCT,,,А
37706,,группа,ГРУППА,S f inan nom sg,,," Ну , _группа_ "" Градусы """,а,п,п,у,р,г,S,ГРУППА,S f inan nom sg,
37707,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,С
37708,,Градусы,ГРАДУС,S m inan nom pl,,,", группа "" _Градусы_ "" , она",ы,с,у,д,а,р,S,ГРАДУС,S m inan acc pl,
37709,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,
37710,,",",",",PUNCT,,,,,,,,,,PUNCT,,,А
37711,,она,ОНА,SPRO sg 3p f nom,,,"Градусы "" , _она_ на меня никогда",а,н,о,,,,SPRO,ОНА,SPRO sg 3p f nom,А
37712,,на,НА,PR,,,""" , она _на_ меня никогда хорошего",а,н,,,,,PR,НА,PR,Я
37713,,меня,Я,SPRO sg 1p - acc,,,", она на _меня_ никогда хорошего впечатления",я,н,е,м,,,SPRO,Я,SPRO sg 1p - acc,А
37714,,никогда,НИКОГДА,ADV -,,,она на меня _никогда_ хорошего впечатления не,а,д,г,о,к,и,ADV,НИКОГДА,ADV -,Й
37715,,хорошего,ХОРОШИЙ,A - gen sg plen n -,,,на меня никогда _хорошего_ впечатления не производила,о,г,е,ш,о,р,A,ХОРОШИЙ,A - gen sg plen n -,Е
37716,,впечатления,ВПЕЧАТЛЕНИЕ,S n inan gen sg,,,"меня никогда хорошего _впечатления_ не производила ,",я,и,н,е,л,т,S,ВПЕЧАТЛЕНИЕ,S n inan gen sg,Е
37717,,не,НЕ,PART,,,"никогда хорошего впечатления _не_ производила , вчера",е,н,,,,,PART,НЕ,PART,Ь
37718,,производила,ПРОИЗВОДИТЬ,V ipf act praet sg indic f -,,,"хорошего впечатления не _производила_ , вчера не",а,л,и,д,о,в,V,ПРОИЗВОДИТЬ,V ipf praet sg indic f -,
37719,,",",",",PUNCT,,,,,,,,,,PUNCT,,,А
37720,,вчера,ВЧЕРА,ADV -,,,"не производила , _вчера_ не произвела и",а,р,е,ч,в,,ADV,ВЧЕРА,ADV -,Е
37721,,не,НЕ,PART,,,"производила , вчера _не_ произвела и вряд ли",е,н,,,,,PART,НЕ,PART,И
37722,,произвела,ПРОИЗВЕСТИ,V pf act praet sg indic f -,,,", вчера не _произвела_ и вряд ли произведёт",а,л,е,в,з,и,V,ПРОИЗВЕСТИ,V pf praet sg indic f -,И
37723,,и,И,CONJ,,,вчера не произвела _и_ вряд ли произведёт ,и,,,,,,CONJ,И,CONJ,и
37724,,вряд ли,вряд ли,ADV -,,,не произвела и _вряд ли_ произведёт  какда-либо,и,л, ,д,я,р,ADV,вряд ли,ADV -,И
37725,,произведёт,ПРОИЗВЕСТИ,V pf act fut sg indic - 3p,,,произвела и вряд ли _произведёт_  какда-либо ,т,ё,д,е,в,з,V,ПРОИЗВЕСТИ,V pf fut sg indic - 3p,
37726,"<distinct form=""",,,,,,,,,,,,,,,,
37727,<dist>,какда-либо,,,,,,,,,,,,,,,
37728,""">",,,,,,,,,,,,,,,,О
37729,,когда-либо,КОГДА-ЛИБО,ADV -,,, какда-либо  _когда-либо_  ещё .,о,б,и,л,-,а,ADV,КОГДА-ЛИБО,ADV -,
37730,</distinct>,,,,,,,,,,,,,,,,Е
37731,,ещё,ЕЩЕ,ADV -,,, когда-либо  _ещё_ .  ,ё,щ,е,,,,ADV,ЕЩЕ,ADV -,
37732,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37733,,,,,,,,,,,,,,,,,
37734,# sent = 2816,,,,,,,,,,,,,,,,Ь
37735,,Было,БЫТЬ,V ipf act praet sg indic n -,,,.   _Было_  скушна ,о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,
37736,"<distinct form=""",,,,,,,,,,,,,,,,
37737,<dist>,скушна,,,,,,,,,,,,,,,
37738,""">",,,,,,,,,,,,,,,,О
37739,,скучно,СКУЧНО,ADV -,,," скушна  _скучно_  , сидел",о,н,ч,у,к,с,ADV,СКУЧНО,ADV -,
37740,</distinct>,,,,,,,,,,,,,,,,
37741,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
37742,,сидел,СИДЕТЬ,V ipf act praet sg indic m -,,,"скучно  , _сидел_ в телефончике ,",л,е,д,и,с,,V,СИДЕТЬ,V ipf praet sg indic m -,В
37743,,в,В,PR,,," , сидел _в_ телефончике , стоял",в,,,,,,PR,В,PR,К
37744,,телефончике,ТЕЛЕФОНЧИК,S m inan loc sg,,,", сидел в _телефончике_ , стоял ,",е,к,и,ч,н,о,S,ТЕЛЕФОНЧИК,S m inan loc sg,
37745,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Ь
37746,,стоял,СТОЯТЬ,V ipf act praet sg indic m -,,,"в телефончике , _стоял_ , точнее ,",л,я,о,т,с,,V,СТОЯТЬ,V ipf praet sg indic m -,
37747,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37748,,точнее,ТОЧНО,ADV comp,,,", стоял , _точнее_ , в телефончике",е,е,н,ч,о,т,ADV,ТОЧНО,ADV comp,
37749,,",",",",PUNCT,,,,,,,,,,PUNCT,,,В
37750,,в,В,PR,,,", точнее , _в_ телефончике и ...",в,,,,,,PR,В,PR,К
37751,,телефончике,ТЕЛЕФОНЧИК,S m inan loc sg,,,"точнее , в _телефончике_ и ... ну",е,к,и,ч,н,о,S,ТЕЛЕФОНЧИК,S m inan loc sg,И
37752,,и,И,CONJ,,,", в телефончике _и_ ... ну ,",и,,,,,,CONJ,И,CONJ,
37753,,...,...,PUNCT,,,,,,,,,,PUNCT,,,У
37754,,ну,НУ,PART,,,"телефончике и ... _ну_ , о жизни",у,н,,,,,PART,НУ,PART,
37755,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37756,,о,О,PR,,,"... ну , _о_ жизни думал наверно",о,,,,,,PR,О,PR,Ь
37757,,жизни,ЖИЗНЬ,S f inan loc sg,,,"ну , о _жизни_ думал наверно .",и,н,з,и,ж,,S,ЖИЗНЬ,S f inan loc sg,Ь
37758,,думал,ДУМАТЬ,V ipf act praet sg indic m -,,,", о жизни _думал_ наверно . ",л,а,м,у,д,,V,ДУМАТЬ,V ipf praet sg indic m -,О
37759,,наверно,НАВЕРНО,PRAEDIC,,,о жизни думал _наверно_ .  ,о,н,р,е,в,а,ADV,НАВЕРНО,ADV -,
37760,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37761,,,,,,,,,,,,,,,,,
37762,# sent = 2817,,,,,,,,,,,,,,,,М
37763,,Потом,ПОТОМ,ADV -,,,".   _Потом_ группа "" Градусы",м,о,т,о,п,,ADV,ПОТОМ,ADV -,А
37764,,группа,ГРУППА,S f inan nom sg,,,"  Потом _группа_ "" Градусы """,а,п,п,у,р,г,S,ГРУППА,S f inan nom sg,
37765,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,С
37766,,Градусы,ГРАДУС,S m inan nom pl,,,"Потом группа "" _Градусы_ "" ушла ,",ы,с,у,д,а,р,S,ГРАДУС,S m inan acc pl,
37767,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,И
37768,,ушла,УЙТИ,V pf act praet sg indic f -,,,""" Градусы "" _ушла_ , я выдохнул",а,л,ш,у,,,V,УЙТИ,V pf praet sg indic f -,
37769,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Я
37770,,я,Я,SPRO sg 1p - nom,,,""" ушла , _я_ выдохнул с облегчением",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Ь
37771,,выдохнул,ВЫДОХНУТЬ,V pf act praet sg indic m -,,,"ушла , я _выдохнул_ с облегчением ",л,у,н,х,о,д,V,ВЫДОХНУТЬ,V pf praet sg indic m -,С
37772,,с,С,PR,,,", я выдохнул _с_ облегчением  смотрит куда-то в сорону",с,,,,,,PR,С,PR,Е
37773,,облегчением,ОБЛЕГЧЕНИЕ,S n inan ins sg,,,я выдохнул с _облегчением_  смотрит куда-то в сорону ,м,е,и,н,е,ч,S,ОБЛЕГЧЕНИЕ,S n inan ins sg,
37774,"<span class=""note"">",,,,,,,,,,,,,,,,
37775,<note>,смотрит куда-то в сорону,,,,,,,,,,,,,,,
37776,</span>,,,,,,,,,,,,,,,,
37777,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37778,,,,,,,,,,,,,,,,,
37779,# sent = 2818,,,,,,,,,,,,,,,,Я
37780,,Начались,НАЧАТЬСЯ,V pf act praet pl indic - -,,,.   _Начались_ какие-то ролики про,ь,с,и,л,а,ч,V,НАЧАТЬСЯ,V pf praet pl indic - -,О
37781,,какие-то,КАКОЙ-ТО,APRO - nom pl plen - -,,,"  Начались _какие-то_ ролики про """,о,т,-,е,и,к,APRO,КАКОЙ-ТО,A - nom pl plen - -,К
37782,,ролики,РОЛИК,S m inan nom pl,,," Начались какие-то _ролики_ про "" День",и,к,и,л,о,р,S,РОЛИК,S m inan nom pl,О
37783,,про,ПРО,PR,,,"Начались какие-то ролики _про_ "" День Вышки",о,р,п,,,,PR,ПРО,PR,
37784,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,Ь
37785,,День,ДЕНЬ,S m inan nom sg,,,"ролики про "" _День_ Вышки "" ",ь,н,е,д,,,S,ДЕНЬ,S m inan nom sg,А
37786,,Вышки,ВЫШКА,S f inan gen sg,,,"про "" День _Вышки_ ""  дветыщипитнацатова",и,к,ш,ы,в,,S,ВЫШКА,S f inan acc pl,
37787,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,
37788,"<distinct form=""",,,,,,,,,,,,,,,,
37789,<dist>,дветыщипитнацатова,,,,,,,,,,,,,,,
37790,""">",,,,,,,,,,,,,,,,5
37791,,2015,2015,NUM - - -,,," дветыщипитнацатова  _2015_  года ,",5,1,0,2,,,NUM,2015,NUM - - -,
37792,</distinct>,,,,,,,,,,,,,,,,Д
37793,,года,ГОД,S m inan gen sg,,," 2015  _года_ , другие вещи",а,д,о,г,,,S,ГОД,S m inan gen sg,
37794,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Й
37795,,другие,ДРУГОЙ,A - nom pl plen - -,,," года , _другие_ вещи - интересные",е,и,г,у,р,д,A,ДРУГОЙ,A - nom pl plen - -,Ь
37796,,вещи,ВЕЩЬ,S f inan nom pl,,,"года , другие _вещи_ - интересные ,",и,щ,е,в,,,S,ВЕЩЬ,S f inan nom pl,
37797,,-,-,PUNCT,,,,,,,,,,PUNCT,,,Й
37798,,интересные,ИНТЕРЕСНЫЙ,A - nom pl plen - -,,,"другие вещи - _интересные_ ,  широко раскрывает глаза",е,ы,н,с,е,р,A,ИНТЕРЕСНЫЙ,A - nom pl plen - -,
37799,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
37800,"<span class=""note"">",,,,,,,,,,,,,,,,
37801,<note>,широко раскрывает глаза,,,,,,,,,,,,,,,
37802,</span>,,,,,,,,,,,,,,,,Е
37803,,не,НЕ,PART,,," широко раскрывает глаза  _не_ очень интересные ,",е,н,,,,,PART,НЕ,PART,Ь
37804,,очень,ОЧЕНЬ,ADV -,,,"широко раскрывает глаза  не _очень_ интересные , разное",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Й
37805,,интересные,ИНТЕРЕСНЫЙ,A - nom pl plen - -,,," не очень _интересные_ , разное было",е,ы,н,с,е,р,A,ИНТЕРЕСНЫЙ,A - nom pl plen - -,
37806,,",",",",PUNCT,,,,,,,,,,PUNCT,,,Й
37807,,разное,РАЗНЫЙ,A - nom sg plen n -,,,"очень интересные , _разное_ было . ",е,о,н,з,а,р,A,РАЗНЫЙ,A - nom sg plen n -,Ь
37808,,было,БЫТЬ,V ipf act praet sg indic n -,,,"интересные , разное _было_ .  ",о,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic n -,
37809,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37810,,,,,,,,,,,,,,,,,
37811,# sent = 2819,,,,,,,,,,,,,,,,У
37812,,Ну,НУ,PART,,,".   _Ну_ , начала толпа",у,н,,,,,PART,НУ,PART,
37813,,",",",",PUNCT,,,,,,,,,,PUNCT,,,О
37814,,начала,НАЧАЛО,V ipf act praet sgindic f-,,," Ну , _начала_ толпа скандировать :",а,л,а,ч,а,н,S,НАЧАЛО,S n inan acc pl,А
37815,,толпа,ТОЛПА,S f inan nom sg,,,"Ну , начала _толпа_ скандировать : """,а,п,л,о,т,,S,ТОЛПА,S f inan nom sg,Ь
37816,,скандировать,СКАНДИРОВАТЬ,V ipf - - inf - -,,,", начала толпа _скандировать_ : "" Нойз",ь,т,а,в,о,р,V,СКАНДИРОВАТЬ,V ipf - - inf - -,
37817,,:,:,PUNCT,,,,,,,,,,PUNCT,,,
37818,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,З
37819,,Нойз,НОЙЗ,S m anim nom sg,,,"скандировать : "" _Нойз_ МС ! """,з,й,о,н,,,S,НОЙЗ,S m anim nom sg,С
37820,,МС,МС,S m inan nom sg,,,": "" Нойз _МС_ ! "" ",с,м,,,,,S,МС,S f inan nom sg,
37821,,!,!,PUNCT,,,,,,,,,,PUNCT,,,
37822,,"""","""",PUNCT,,,,,,,,,,PUNCT,,,
37823,,,,,,,,,,,,,,,,,
37824,# sent = 2820,,,,,,,,,,,,,,,,
37825,"<span class=""note"">",,,,,,,,,,,,,,,,
37826,<note>,имитирует звук толпы,,,,,,,,,,,,,,,
37827,</span>,,,,,,,,,,,,,,,,И
37828,,И,И,CONJ,,, имитирует звук толпы  _И_ вышел  собсно,и,,,,,,CONJ,И,S - - nonflex -,И
37829,,вышел,ВЫЙТИ,V pf act praet sg indic m -,,,имитирует звук толпы  И _вышел_  собсно ,л,е,ш,ы,в,,V,ВЫЙТИ,V pf praet sg indic m -,
37830,"<distinct form=""",,,,,,,,,,,,,,,,
37831,<dist>,собсно,,,,,,,,,,,,,,,
37832,""">",,,,,,,,,,,,,,,,О
37833,,собственно,СОБСТВЕННО,ADV -,,, собсно  _собственно_  Нойз МС,о,н,н,е,в,т,ADV,СОБСТВЕННО,ADV -,
37834,</distinct>,,,,,,,,,,,,,,,,З
37835,,Нойз,НОЙЗ,S m anim nom sg,,, собственно  _Нойз_ МС . ,з,й,о,н,,,S,НОЙЗ,S m anim nom sg,С
37836,,МС,МС,S m inan nom sg,,,собственно  Нойз _МС_ .  ,с,м,,,,,S,МС,S f inan nom sg,
37837,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37838,,,,,,,,,,,,,,,,,
37839,# sent = 2821,,,,,,,,,,,,,,,,
37840,"<distinct form=""",,,,,,,,,,,,,,,,
37841,<dist>,Никда,,,,,,,,,,,,,,,
37842,""">",,,,,,,,,,,,,,,,А
37843,,Никогда,НИКОГДА,ADV -,,, Никда  _Никогда_  не слушал,а,д,г,о,к,и,ADV,НИКОГДА,ADV -,
37844,</distinct>,,,,,,,,,,,,,,,,Е
37845,,не,НЕ,PART,,, Никогда  _не_ слушал этого человека,е,н,,,,,PART,НЕ,PART,Ь
37846,,слушал,СЛУШАТЬ,V ipf act praet sg indic m -,,,Никогда  не _слушал_ этого человека замечательного,л,а,ш,у,л,с,V,СЛУШАТЬ,V ipf praet sg indic m -,Т
37847,,этого,ЭТОТ,APRO - acc sg plen m anim,,, не слушал _этого_ человека замечательного .,о,г,о,т,э,,APRO,ЭТОТ,A - acc sg plen m anim,К
37848,,человека,ЧЕЛОВЕК,S m anim gen sg,,,не слушал этого _человека_ замечательного . ,а,к,е,в,о,л,S,ЧЕЛОВЕК,S m anim gen sg,Й
37849,,замечательного,ЗАМЕЧАТЕЛЬНЫЙ,A - acc sg plen m anim,,,слушал этого человека _замечательного_ .  ,о,г,о,н,ь,л,A,ЗАМЕЧАТЕЛЬНЫЙ,A - acc sg plen m anim,
37850,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
37851,,,,,,,,,,,,,,,,,
37852,# sent = 2822,,,,,,,,,,,,,,,,Ь
37853,,Слышал,СЛЫШАТЬ,V ipf act praet sg indic m -,,,.   _Слышал_  какда-та ,л,а,ш,ы,л,с,V,СЛЫШАТЬ,V ipf praet sg indic m -,
37854,"<distinct form=""",,,,,,,,,,,,,,,,
37855,<dist>,какда-та,,,,,,,,,,,,,,,
37856,""">",,,,,,,,,,,,,,,,О
37857,,когда-то,КОГДА-ТО,ADV -,,, какда-та  _когда-то_  пару песен,о,т,-,а,д,г,ADV,КОГДА-ТО,ADV -,
37858,</distinct>,,,,,,,,,,,,,,,,А
37859,,пару,ПАРА,S f inan acc sg,,," когда-то  _пару_ песен , причём",у,р,а,п,,,S,ПАРА,S f inan acc sg,Я
37860,,песен,ПЕСНЯ,S f inan gen pl,,,"когда-то  пару _песен_ , причём слышал",н,е,с,е,п,,S,ПЕСНЯ,S f inan gen pl,
37861,,",",",",PUNCT,,,,,,,,,,PUNCT,,,М
37862,,причём,ПРИЧЕМ,CONJ,,,"пару песен , _причём_ слышал очень часто",м,ё,ч,и,р,п,CONJ,ПРИЧЕМ,CONJ,Ь
37863,,слышал,СЛЫШАТЬ,V ipf act praet sg indic m -,,,"песен , причём _слышал_ очень часто и",л,а,ш,ы,л,с,V,СЛЫШАТЬ,V ipf praet sg indic m -,Ь
37864,,очень,ОЧЕНЬ,ADV -,,,", причём слышал _очень_ часто и ",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,О
37865,,часто,ЧАСТО,ADV -,,,причём слышал очень _часто_ и  даже,о,т,с,а,ч,,ADV,ЧАСТО,ADV -,И
37866,,и,И,CONJ,,,слышал очень часто _и_  даже знаю,и,,,,,,CONJ,И,CONJ,
37867,<noindex>[нрзб]</noindex>,,,,,,,,,,,,,,,,Е
37868,,даже,ДАЖЕ,PART,,,часто и  _даже_ знаю их наизусть,е,ж,а,д,,,PART,ДАЖЕ,PART,Ь
37869,,знаю,ЗНАТЬ,V ipf act praes sg indic - 1p,,,и  даже _знаю_ их наизусть ,ю,а,н,з,,,V,ЗНАТЬ,V ipf praes sg indic - 1p,И
37870,,их,ОНИ,SPRO pl - - acc,,, даже знаю _их_ наизусть  смотрит вверх,х,и,,,,,SPRO,ОНИ,SPRO pl - - acc,Ь
37871,,наизусть,НАИЗУСТЬ,ADV -,,,даже знаю их _наизусть_  смотрит вверх ,ь,т,с,у,з,и,ADV,НАИЗУСТЬ,ADV -,
37872,"<span class=""note"">",,,,,,,,,,,,,,,,
37873,<note>,смотрит вверх,,,,,,,,,,,,,,,
37874,</span>,,,,,,,,,,,,,,,,
